minutes	A1	A2	A3	B1	B2	B3	C1	C2	C3	X1	X2	X3	Y1	Y2	Y3
33.4	6.967808	6.956809	6.959209	6.829011	6.888856	6.937796	6.953394	7.053634	7.250939	6.846097	6.862229	6.895231	6.948308	6.927426	7.031795
33.5	6.961331	6.954814	6.966573	6.838457	6.885894	6.953266	6.941362	7.065550	7.233998	6.839717	6.860821	6.900039	6.949452	6.937587	7.043253
33.6	6.962420	6.955759	6.973318	6.830466	6.882788	6.952757	6.934238	7.054221	7.172600	6.841705	6.866397	6.909356	6.949321	6.937719	7.095519
33.7	6.970530	6.961220	6.976324	6.829957	6.892339	6.935215	6.931489	7.054853	7.143572	6.844223	6.855507	6.941368	6.948824	6.934783	7.205664
33.8	6.978688	6.957049	6.975736	6.829788	6.897102	6.917750	6.938018	7.058792	7.121055	6.835312	6.854537	7.002589	6.946803	6.934080	7.263653
33.9	6.979573	6.968156	6.975406	6.824571	6.899598	6.890813	6.943604	7.057041	7.178776	6.832716	6.854348	7.054464	6.952061	6.922655	7.271323
34	6.985581	6.999011	6.964011	6.825949	6.894158	6.887934	6.942649	7.063028	7.345178	6.833280	6.848876	7.035496	6.956411	6.912202	7.227812
34.1	6.983070	7.012418	6.959120	6.823779	6.899857	6.865889	6.942627	7.063190	7.502016	6.840224	6.848531	6.983180	6.953028	6.890364	7.188674
34.2	6.977967	7.011293	6.962903	6.824970	6.902836	6.887254	6.966936	7.087064	7.576744	6.842510	6.859603	6.952523	6.951053	6.895640	7.133173
34.3	6.972258	6.994946	6.968660	6.819325	6.896411	6.882599	7.020028	7.127663	7.530097	6.842513	6.859860	6.948029	6.942791	6.901989	7.076333
34.4	6.974216	6.970123	7.094465	6.825389	6.893108	6.875849	7.027173	7.113221	7.474741	6.848917	6.853282	6.953724	6.941953	6.907136	7.031448
34.5	6.972175	6.963443	7.198264	6.836452	6.893216	6.866505	7.020407	7.095178	7.376601	6.848472	6.846861	7.006794	6.935851	6.909767	7.024761
34.6	6.970718	6.934853	7.240941	6.829515	6.891392	6.865306	7.009318	7.080735	7.303494	6.845121	6.846861	7.085695	6.943615	6.905167	7.023116
34.7	6.973728	6.930472	7.199205	6.826283	6.885955	6.869319	6.991062	7.065960	7.238675	6.845973	6.847541	7.193957	6.942870	6.896206	7.023061
34.8	6.983987	6.942444	7.097356	6.842793	6.889417	6.881446	6.987491	7.049058	7.191413	6.864068	6.856721	7.224452	6.936761	6.905366	7.019168
34.9	6.989227	6.943173	7.024803	6.842793	6.890212	6.889205	6.971900	7.032813	7.179547	6.859139	6.856487	7.214549	6.939370	6.900811	6.985499
35	6.976477	6.957327	6.985489	6.829418	6.896780	6.885691	6.964904	7.032159	7.142930	6.844253	6.861767	7.164862	6.938933	6.901513	6.972378
35.1	6.975993	6.947634	6.979558	6.837754	6.893290	6.882402	6.953869	7.047173	7.132955	6.847181	6.871244	7.106608	6.932940	6.904466	6.971280
35.2	6.976399	6.946737	6.989035	6.842379	6.888206	6.908591	6.952449	7.068053	7.115826	6.855775	6.867268	7.082727	6.940532	6.914123	6.968367
35.3	6.973242	6.957190	7.017460	6.840720	6.887301	6.930402	6.971835	7.079702	7.097810	6.849555	6.857818	7.044646	6.940168	6.941389	6.964758
35.4	6.977049	6.954915	7.165913	6.840049	6.894933	6.949431	6.968192	7.082966	7.084482	6.844608	6.857818	7.014293	6.935994	6.947342	6.970438
35.5	6.976879	6.954356	7.326794	6.842165	6.896252	6.944677	6.969980	7.079323	7.083891	6.840608	6.857012	7.002090	6.942878	6.943125	6.970085
35.6	6.970056	6.955844	7.378684	6.840761	6.891968	6.907323	6.971383	7.093024	7.092380	6.843333	6.855046	7.001010	6.949189	6.932600	6.958851
35.7	6.970803	6.936691	7.363365	6.837117	6.892429	6.888025	6.980231	7.139265	7.092570	6.841384	6.855386	6.996708	6.951711	6.919315	6.950180
35.8	6.971156	6.926284	7.301804	6.836926	6.889580	6.891577	6.983172	7.202219	7.091990	6.840448	6.856979	6.979113	6.948930	6.911015	6.930012
35.9	6.968616	6.938674	7.263726	6.843443	6.884972	6.895706	6.966201	7.285226	7.072335	6.843553	6.854166	6.965951	6.944803	6.900916	6.936454
36	6.968894	6.942472	7.175838	6.842993	6.893399	6.890185	6.964881	7.363817	7.057412	6.837198	6.848621	6.936214	6.957538	6.898194	6.943489
36.1	6.964680	6.945286	7.139674	6.830620	6.888420	6.901133	6.960925	7.376546	7.044791	6.837705	6.837758	6.938400	6.959249	6.881236	6.951166
36.2	6.963298	6.943605	7.094598	6.830620	6.888167	6.902286	6.955054	7.365718	7.019458	6.839392	6.837195	6.941965	6.955162	6.898114	6.952384
36.3	6.955513	6.942632	7.090177	6.834410	6.887661	6.922034	6.955073	7.316400	7.017856	6.837112	6.835289	6.953940	6.946607	6.901885	6.959155
36.4	6.961777	6.952358	7.063187	6.836399	6.882807	6.922118	6.959940	7.219736	7.026998	6.836461	6.848845	6.959110	6.946399	6.898458	6.951333
36.5	6.962511	6.951627	7.065936	6.832826	6.881110	6.904997	6.958599	7.148203	7.046072	6.836890	6.858214	6.954229	6.949934	6.901954	6.947340
36.6	6.963068	6.944511	7.056166	6.831607	6.881100	6.922506	6.958454	7.109701	7.069592	6.838934	6.855433	6.934894	6.950581	6.894177	6.945850
36.7	6.964068	6.948917	7.024727	6.832708	6.881942	6.971924	6.964265	7.111048	7.075044	6.844719	6.853296	6.927204	6.954541	6.889146	6.945830
36.8	6.960051	6.955333	7.007895	6.831610	6.887250	7.026142	6.964265	7.118476	7.075242	6.846828	6.851909	6.936801	6.953504	6.883740	6.952929
36.9	6.975135	6.939141	6.996061	6.825071	6.886304	7.019128	6.965767	7.128344	7.082082	6.853524	6.848512	6.940000	6.950356	6.875976	6.954009
37	6.977788	6.938762	6.987034	6.830952	6.893175	6.965771	6.978259	7.123980	7.068546	6.849622	6.842015	6.915704	6.950414	6.885094	7.082687
37.1	6.963312	6.948123	6.993961	6.831042	6.905285	6.913324	7.007840	7.130843	7.067731	6.847569	6.841466	6.915678	6.948340	6.917696	7.235834
37.2	6.964645	6.948216	7.002779	6.835440	6.901602	6.888133	7.010115	7.137442	7.092137	6.847569	6.845524	6.940123	6.948446	6.940680	7.295533
37.3	6.971632	6.976980	7.003132	6.839203	6.898678	6.885064	7.011581	7.132576	7.162230	6.853653	6.848747	6.933337	6.947091	6.954388	7.246869
37.4	6.969523	6.989277	7.020257	6.839314	6.900977	6.882159	7.012460	7.125208	7.302089	6.857852	6.891111	6.932490	6.949958	6.939133	7.141688
37.5	6.963820	6.992052	7.019889	6.828135	6.908184	6.903993	7.019983	7.116820	7.352393	6.860502	6.935215	6.930144	6.935846	6.918692	7.028508
37.6	6.964545	6.975026	6.977355	6.821616	6.907396	6.929428	7.019910	7.116456	7.346738	6.869922	6.990167	6.911822	6.935846	6.906402	6.969643
37.7	6.969187	6.955473	6.978915	6.832754	6.911694	6.939584	7.021367	7.108035	7.226599	6.876172	7.078466	6.941453	6.937330	6.901157	6.937440
37.8	6.967038	6.945196	6.975335	6.821782	6.914772	6.928989	7.035082	7.097017	7.114165	6.861750	7.178577	6.990638	6.937758	6.909332	6.941051
37.9	6.976771	6.940024	7.006637	6.824110	6.909681	6.910328	7.042489	7.102455	7.078349	6.850194	7.254861	7.085904	6.938886	6.913582	6.967743
38	6.978810	6.929418	7.013801	6.823947	6.904407	6.915037	7.035712	7.133440	7.061505	6.842286	7.260203	7.123116	6.927249	6.905755	7.024054
38.1	6.974358	6.925052	7.016841	6.822883	6.909234	7.072021	7.031314	7.135546	7.061845	6.841932	7.256254	7.101437	6.937942	6.915630	7.129921
38.2	6.974735	6.927530	7.028498	6.825583	6.911103	7.283034	7.011620	7.123045	7.074265	6.848412	7.193952	7.037824	6.934226	6.934691	7.167997
38.3	6.974025	6.930188	7.049237	6.826006	6.921802	7.408339	7.000055	7.136311	7.128416	6.840493	7.118385	6.963706	6.932664	6.976410	7.159883
38.4	6.979182	6.929073	7.035580	6.828727	6.921732	7.453927	6.995458	7.159874	7.241152	6.838975	6.999521	6.927096	6.929774	7.024735	7.132903
38.5	6.978650	6.936556	7.048831	6.832111	6.909153	7.356088	7.009100	7.163280	7.285494	6.842647	6.947571	6.923792	6.927689	7.117116	7.063612
38.6	6.977556	6.931109	7.129568	6.839438	6.903894	7.298831	7.001255	7.156011	7.295169	6.841303	6.915243	6.902512	6.928221	7.124683	7.017142
38.7	6.973599	6.934109	7.289696	6.835907	6.897991	7.225928	7.002399	7.151322	7.229147	6.841303	6.892486	6.915252	6.931080	7.084381	6.996347
38.8	6.970898	6.934112	7.354344	6.834128	6.897909	7.150135	7.005428	7.141644	7.153131	6.834760	6.886835	6.941113	6.937844	6.971045	6.982552
38.9	6.979222	6.919192	7.350673	6.838783	6.898587	7.124296	6.987870	7.125769	7.086635	6.827890	6.902156	6.996169	6.938383	6.936603	6.976152
39	6.973948	6.932276	7.287251	6.837736	6.914333	7.065343	6.989941	7.101552	7.041957	6.838006	6.909220	7.054354	6.935083	6.918062	6.964968
39.1	6.969940	6.949696	7.110564	6.845603	6.924658	7.043177	6.996673	7.096314	7.017283	6.832876	6.914927	7.071765	6.938927	6.903612	6.961842
39.2	6.972469	6.954516	7.049530	6.840182	6.961071	7.029555	7.000393	7.096777	7.006099	6.829297	6.917147	7.076296	6.941572	6.906889	6.953978
39.3	6.988106	6.989563	6.993189	6.842393	7.063051	7.006052	7.017161	7.096912	6.999862	6.839647	6.880973	7.044838	6.947957	6.912113	6.943879
39.4	6.995781	7.000683	6.971853	6.833661	7.118650	6.990843	7.017979	7.097673	7.005532	6.839167	6.882894	7.010976	6.947761	6.924756	6.945127
39.5	6.982994	6.988942	6.963662	6.829588	7.170646	6.982571	7.035020	7.097345	7.023366	6.837857	6.881151	6.970922	6.952996	6.938016	6.953400
39.6	6.970815	6.985761	6.954603	6.841773	7.212801	6.973976	7.041599	7.096453	7.040786	6.839887	6.876463	6.952896	6.951405	6.946743	6.950255
39.7	6.979334	6.991966	6.985503	6.839838	7.212214	6.957327	7.034237	7.082477	7.046351	6.838948	6.859026	6.950010	6.952782	6.936802	6.944647
39.8	6.969700	6.998269	7.040999	6.826915	7.177193	6.955999	7.027011	7.079219	7.042513	6.835555	6.868769	6.943056	6.958462	6.916065	6.955926
39.9	6.974277	6.996555	7.088722	6.817092	7.128782	6.948293	7.027578	7.063620	7.053777	6.839252	6.871727	6.938625	6.950253	6.912031	6.960952
40	6.974265	7.031386	7.153965	6.822486	7.072890	6.943151	7.018349	7.057907	7.064067	6.842287	6.868247	6.949732	6.951186	6.965558	6.945248
40.1	6.963884	7.129764	7.156564	6.833224	7.003467	6.948945	6.996623	7.041108	7.066611	6.842333	6.868425	6.944857	6.946876	7.087838	6.949392
40.2	6.974982	7.214588	7.121435	6.830421	6.956666	6.948519	6.990952	7.054748	7.056884	6.842056	6.872252	6.928323	6.946793	7.242189	6.981288
40.3	6.987956	7.226384	7.068145	6.814259	6.935534	6.941412	6.998927	7.068592	7.042702	6.841710	6.897456	6.940727	6.946793	7.294140	6.985935
40.4	6.981164	7.177930	7.025476	6.835409	6.923214	6.941454	7.020440	7.082088	7.036289	6.849216	6.918688	6.939927	6.956111	7.275767	6.991538
40.5	6.976300	7.093940	6.995755	6.846809	6.930806	6.935858	7.074231	7.082566	7.065757	6.850127	6.925492	6.924288	6.957974	7.201758	6.990557
40.6	6.974580	7.025337	6.999120	6.849868	6.951748	6.922484	7.087976	7.073789	7.091461	6.846714	6.934666	6.919827	6.948498	7.140986	6.977724
40.7	6.976314	7.001472	6.993534	6.838214	6.948322	6.896670	7.064529	7.080338	7.094517	6.850976	6.933151	6.921507	6.945541	7.093948	6.985562
40.8	6.976750	6.978327	6.986676	6.836057	6.958708	6.908773	7.043730	7.111765	7.093371	6.860324	6.928499	6.933769	6.944865	7.047734	6.992369
40.9	6.976244	6.955267	6.960991	6.833587	6.956980	6.931035	7.027129	7.137478	7.074796	6.852874	6.907389	6.910322	6.932374	7.024368	7.050353
41	6.971795	6.947336	6.955933	6.833243	6.937439	6.956139	7.017176	7.139879	7.051588	6.846533	6.880346	6.905023	6.945928	7.016400	7.170920
41.1	6.969127	6.959319	6.951012	6.834475	6.910845	6.977428	7.006659	7.132992	7.048835	6.840881	6.876361	6.894947	6.949303	6.999032	7.282103
41.2	6.981581	6.963151	6.959377	6.835076	6.922630	7.053111	7.011581	7.124522	7.098366	6.836202	6.875842	6.906581	6.952644	6.994156	7.315737
41.3	6.980670	6.963806	6.971143	6.863867	6.930455	7.132624	7.013767	7.118364	7.193986	6.834755	6.875502	6.929564	6.968594	6.983709	7.249205
41.4	6.983265	6.963986	6.957314	6.873129	6.930623	7.151813	7.037447	7.106461	7.301179	6.826312	6.893615	6.926462	7.067277	6.975202	7.127192
41.5	6.991604	6.972269	6.961767	6.945229	6.927531	7.127548	7.044240	7.100624	7.281444	6.841765	6.883199	6.924032	7.134832	6.974706	7.021585
41.6	6.986111	6.982093	6.966323	7.018568	6.924571	7.017891	7.060401	7.122062	7.205925	6.854731	6.887358	6.927138	7.213909	6.965999	6.994005
41.7	6.977024	6.972646	6.976328	7.096784	6.925752	6.961379	7.077631	7.151664	7.106031	6.868767	6.905567	6.947740	7.274501	6.969178	6.972343
41.8	6.988319	6.972189	6.979485	7.179316	6.915243	6.945229	7.108155	7.169926	7.052885	6.942001	6.885379	7.022129	7.278830	6.966992	6.966697
41.9	6.997999	7.025851	6.989779	7.221481	6.922603	6.932235	7.145497	7.223012	7.052674	7.025729	6.872919	7.110431	7.255449	6.966715	6.956700
42	6.998355	7.150506	7.013804	7.243671	6.942476	6.949685	7.242170	7.228552	7.056703	7.124999	6.868801	7.132063	7.185977	6.968704	6.939257
42.1	6.999393	7.323651	7.037158	7.186724	6.951483	6.947883	7.313110	7.224178	7.037745	7.193362	6.855514	7.070908	7.118539	6.975912	6.938127
42.2	6.999339	7.424685	7.075060	7.122873	6.954742	6.937003	7.350835	7.194502	7.014687	7.274413	6.852191	6.973066	7.065219	6.976762	6.930143
42.3	6.986167	7.394462	7.096264	7.008356	6.965157	6.919027	7.344736	7.165510	6.981532	7.252325	6.854394	6.929400	7.021352	6.959834	6.924665
42.4	7.006824	7.322718	7.088201	6.952652	6.975783	6.902986	7.272632	7.153031	6.955048	7.200739	6.853105	6.912014	6.995780	6.947399	6.916819
42.5	7.008078	7.233058	7.067181	6.916805	6.958119	6.904383	7.188051	7.171271	6.966510	7.084043	6.852041	6.903710	6.986031	6.945957	6.926131
42.6	6.999917	7.192646	7.114793	6.899120	6.933048	6.953219	7.093157	7.178442	6.973990	6.992108	6.850866	6.904599	6.981728	6.944711	6.931552
42.7	6.996685	7.146015	7.270211	6.892848	6.914205	7.000862	7.074831	7.180234	6.989605	6.956318	6.848120	6.904599	6.981544	6.930602	6.934340
42.8	6.996685	7.112286	7.364284	6.900495	6.913698	7.074615	7.060766	7.154892	7.005800	6.899474	6.848444	6.888598	6.994333	6.923658	6.931825
42.9	6.988629	7.091891	7.319309	6.887978	6.921992	7.102061	7.066764	7.115625	7.045828	6.892885	6.849202	6.887793	7.001093	6.980273	6.930866
43	6.989476	7.069612	7.274525	6.886847	6.890881	7.099092	7.098669	7.090676	7.052252	6.895084	6.851122	6.900944	7.004045	7.115694	6.945635
43.1	6.988158	7.059633	7.091323	6.891543	6.894143	7.049949	7.101265	7.082065	7.046915	6.899357	6.889363	6.899307	7.002625	7.259457	6.945764
43.2	6.992359	7.044532	7.000457	6.889256	6.916408	6.991470	7.098461	7.071894	7.046239	6.904246	6.882616	6.890601	7.001502	7.287602	6.933472
43.3	6.991097	7.041721	6.960843	6.885917	6.937673	6.960590	7.106087	7.084071	7.073081	6.905132	6.887741	6.888926	6.992755	7.218429	6.932810
43.4	6.971422	7.015440	6.959289	6.863866	6.926418	6.924741	7.121811	7.087723	7.072843	6.922750	6.882014	6.889098	6.985559	7.111256	6.940630
43.5	6.977643	7.006866	6.953274	6.860234	6.918214	6.922161	7.121697	7.094664	7.072741	6.909717	6.874390	6.887383	6.989708	6.997680	6.955915
43.6	6.964753	7.001918	6.929642	6.861730	6.908757	6.909913	7.107956	7.110234	7.084939	6.891242	6.862134	6.896047	6.971844	6.949988	6.964791
43.7	6.985013	6.997845	6.910963	6.872963	6.899615	6.907069	7.085423	7.142565	7.124221	6.885907	6.869751	6.914643	6.965918	6.937496	6.958419
43.8	7.005334	7.000923	6.920175	6.870493	6.903116	6.903144	7.055808	7.174613	7.155980	6.873145	6.881573	6.911325	6.966209	6.906210	6.931361
43.9	7.018883	7.004472	6.920175	6.865196	6.905798	6.889733	7.045194	7.165957	7.139873	6.883477	6.898522	6.919344	6.960308	6.922796	6.931427
44	7.026649	7.001967	6.920216	6.857864	6.907765	6.894789	7.046178	7.139469	7.095326	6.862559	6.906293	6.912548	6.958020	6.928442	6.932068
44.1	7.017129	7.001601	6.930479	6.855812	6.907286	6.898838	7.064147	7.136944	7.056705	6.862775	6.889808	6.911346	6.959123	6.920133	6.922913
44.2	7.021385	7.025386	6.929010	6.870020	6.889920	6.898838	7.087839	7.171889	7.066029	6.869401	6.902216	6.911346	6.973719	6.904079	6.955636
44.3	7.012732	7.032492	6.930208	6.894703	6.897861	6.908211	7.094089	7.232550	7.120156	6.861371	6.906669	6.919494	6.986435	6.909130	6.978103
44.4	6.994927	7.033028	6.952066	6.901872	6.908835	6.925458	7.107640	7.261704	7.137780	6.875848	6.899765	6.902632	6.995343	6.911790	6.993652
44.5	6.988060	7.030559	6.955237	6.918742	6.908143	6.940417	7.115006	7.225503	7.159347	6.881746	6.892088	6.899701	7.004945	6.944532	6.995336
44.6	6.990419	7.029689	6.968617	6.919477	6.905093	6.941045	7.105196	7.152432	7.159693	6.890059	6.871770	6.888896	7.010115	6.979221	6.977569
44.7	6.992230	7.037206	6.979018	6.920523	6.908434	6.925359	7.094916	7.143174	7.153844	6.893424	6.861794	6.892752	6.999163	7.079048	6.992258
44.8	6.991623	7.083498	6.991889	6.907165	6.918522	6.911980	7.101495	7.146229	7.130041	6.898445	6.879311	6.889679	6.992101	7.152979	7.096127
44.9	6.981734	7.266011	6.989064	6.896398	6.924318	6.927940	7.108014	7.139836	7.125729	6.917287	6.894662	6.900521	6.963494	7.161417	7.195155
45	6.981467	7.343896	6.973978	6.878227	6.923383	6.943572	7.095544	7.130879	7.156794	6.923147	6.893874	6.926041	6.960069	7.127163	7.234234
45.1	7.001722	7.345500	6.986603	6.863868	6.917539	6.984564	7.074344	7.129720	7.234485	6.918715	6.885722	6.932548	6.962164	7.076543	7.187893
45.2	7.005757	7.260401	6.991991	6.863908	6.910097	6.989044	7.058001	7.114294	7.277717	6.888542	6.867407	6.935239	6.969316	7.023556	7.093980
45.3	6.997358	7.133908	6.992949	6.864383	6.902113	7.039280	7.053404	7.107669	7.276322	6.864947	6.863120	6.923749	6.972057	6.977258	7.017172
45.4	7.002286	7.057265	6.980913	6.857352	6.901335	7.071266	7.053569	7.103648	7.207237	6.851468	6.886091	6.927170	6.983486	6.959990	6.964432
45.5	6.997470	7.016518	6.964014	6.867550	6.893370	7.167204	7.053466	7.115242	7.121287	6.855661	6.878950	6.955046	6.989550	6.952274	6.963998
45.6	6.984094	6.985960	6.965416	6.879254	6.919048	7.167033	7.051852	7.111052	7.055712	6.867217	6.868872	7.033976	6.990704	6.937214	6.963039
45.7	6.981862	6.979287	6.993796	6.876282	6.927745	7.091582	7.035945	7.099217	7.031470	6.870042	6.877458	7.084294	6.983831	6.932639	6.971501
45.8	6.982544	6.979039	7.035116	6.877537	6.935820	7.000215	7.032552	7.086625	7.013962	6.880788	6.900088	7.072940	6.983831	6.926863	6.990899
45.9	6.990586	6.995750	7.073896	6.866595	6.948986	6.897317	7.037408	7.085432	7.028676	6.887594	6.901096	7.022033	6.957445	6.924125	6.989255
46	6.984125	7.013592	7.134361	6.862938	6.951988	6.885515	7.020680	7.113363	7.032508	6.888514	6.883373	6.957704	6.962305	6.930882	6.965565
46.1	6.983031	7.001571	7.155880	6.866527	6.950145	6.891905	7.003031	7.117011	7.032525	6.878467	6.896256	6.919284	6.975850	6.932913	6.944085
46.2	6.981461	6.982875	7.156298	6.868452	6.941747	6.890499	6.987428	7.148077	7.020810	6.879356	6.915406	6.904652	6.968028	6.932139	6.938375
46.3	6.971338	6.975132	7.132543	6.863672	6.941655	6.882555	6.989315	7.166766	7.013532	6.876127	6.932161	6.925698	6.964688	6.937021	6.924202
46.4	6.968932	6.974179	7.141685	6.850206	6.932912	6.881722	7.001856	7.266102	7.004870	6.869640	6.987573	6.961415	6.947910	6.951767	6.919800
46.5	6.971731	7.007179	7.228815	6.849331	6.916035	6.875988	7.000519	7.433158	6.995653	6.857629	6.990258	6.968336	6.947910	6.954841	6.937164
46.6	6.968978	7.040215	7.298932	6.848597	6.903635	6.881417	7.008889	7.588615	7.007002	6.871778	6.954281	6.946530	6.949764	6.960430	6.932950
46.7	6.973334	7.131174	7.290765	6.847998	6.912265	6.872424	7.013406	7.609023	7.015997	6.866194	6.916620	6.942122	6.950431	6.960381	6.932950
46.8	6.981337	7.176441	7.192993	6.843346	6.910992	6.873347	7.023368	7.540286	7.015892	6.845661	6.900769	6.920062	6.958088	6.971340	6.943845
46.9	6.978767	7.174003	7.083492	6.852206	6.909728	6.877152	7.039107	7.436118	7.048343	6.844500	6.899249	6.902811	6.959967	7.000626	6.950451
47	6.963840	7.137960	7.014511	6.854559	6.898375	6.873719	7.068824	7.338427	7.051722	6.848699	6.893571	6.900211	6.959239	7.009127	6.953377
47.1	6.976171	7.090480	6.974390	6.858036	6.895555	6.886652	7.100056	7.270439	7.041387	6.838918	6.895089	6.893216	6.959362	7.011471	6.959641
47.2	6.978544	7.043508	6.955697	6.861457	6.905636	6.891975	7.114905	7.230613	7.029379	6.848945	6.894276	6.893863	6.957669	7.114371	6.974815
47.3	6.972731	7.015717	6.958977	6.871975	6.905228	6.913117	7.112938	7.213410	7.024040	6.851658	6.893020	6.889410	6.957585	7.249262	6.979416
47.4	6.974248	7.002488	6.958977	6.876952	6.908670	6.926568	7.076340	7.163917	7.015265	6.876658	6.901913	6.889026	6.953381	7.332400	6.966745
47.5	6.981719	6.983183	6.968461	6.872487	6.918536	6.926568	7.062772	7.158902	7.005679	6.875488	6.897013	6.894096	6.957372	7.278979	6.957011
47.6	6.986224	6.983183	6.954713	6.886104	6.945875	6.933859	7.040684	7.142479	6.978555	6.870556	6.892569	6.895424	6.944371	7.169297	6.963036
47.7	7.007453	6.989717	6.926847	6.877857	6.949882	6.942569	7.043015	7.126070	6.971451	6.867317	6.883026	6.909662	6.942292	7.063310	6.955631
47.8	7.011643	6.970397	6.928687	6.875329	6.978810	6.928753	7.068604	7.135097	6.973740	6.850950	6.882147	6.937531	6.947558	6.963746	6.972567
47.9	7.003467	6.960117	6.928021	6.880615	7.004635	6.910529	7.110391	7.137172	6.978548	6.844739	6.893642	6.946749	6.948958	6.948955	6.979085
48	7.000883	6.967539	6.925901	6.894610	7.032463	6.910371	7.122267	7.139979	6.970250	6.844739	6.876904	6.944782	6.948837	6.940735	6.979085
48.1	6.984623	6.977148	6.930684	6.908451	7.024640	6.927067	7.147831	7.131661	6.969719	6.852309	6.864554	6.940361	6.961912	6.925210	6.976659
48.2	7.000889	6.989338	6.939848	6.910906	7.000861	6.929016	7.161976	7.129792	6.967706	6.878479	6.864751	6.913356	6.971429	6.926390	6.965824
48.3	7.007141	6.999567	6.954117	6.910807	6.981216	6.918397	7.168499	7.123926	6.963177	6.883006	6.868184	6.917411	6.977626	6.927152	6.970038
